date,title,kws,loc,org,per,content
2023-08-16,Article sur Sport et Technologie,"['Sport', 'Santé', 'Technologie']",['Dakar'],['OMS'],['Musk'],"Ceci est un article fictif parlant de Sport, Santé, Technologie à Dakar."
2023-04-13,Article sur Politique et Sport,"['Politique', 'Sport']","['Berlin', 'Moscou']",[],[],"Ceci est un article fictif parlant de Politique, Sport à Berlin, Moscou."
2022-09-22,Article sur Technologie et Économie,"['Technologie', 'Politique', 'Économie']",['Londres'],['ONU'],['Macron'],"Ceci est un article fictif parlant de Technologie, Politique, Économie à Londres."
2023-06-26,Article sur Environnement et Santé,"['Environnement', 'Santé']","['Moscou', 'Washington', 'Bruxelles']",[],"['Xi Jinping', 'Macron']","Ceci est un article fictif parlant de Environnement, Santé à Moscou, Washington, Bruxelles."
2022-05-20,Article sur Sport et Sport,['Sport'],['Paris'],['OMS'],"['Biden', 'Zelensky']",Ceci est un article fictif parlant de Sport à Paris.
2023-03-04,Article sur Économie et Culture,"['Économie', 'Technologie', 'Culture']","['Moscou', 'Paris', 'Londres']","['Total', 'OMS']","['Musk', 'Biden']","Ceci est un article fictif parlant de Économie, Technologie, Culture à Moscou, Paris, Londres."
2023-07-31,Article sur Politique et Santé,"['Politique', 'Économie', 'Santé']","['Bruxelles', 'Londres', 'Moscou']","['Total', 'Tesla']",['Von der Leyen'],"Ceci est un article fictif parlant de Politique, Économie, Santé à Bruxelles, Londres, Moscou."
2022-09-09,Article sur Culture et Culture,['Culture'],"['Washington', 'Berlin']",['Google'],[],"Ceci est un article fictif parlant de Culture à Washington, Berlin."
2023-09-17,Article sur Technologie et Technologie,['Technologie'],"['Bruxelles', 'Alger']","['Total', 'FMI']",[],"Ceci est un article fictif parlant de Technologie à Bruxelles, Alger."
2022-05-04,Article sur Sport et Sport,"['Sport', 'Sport']","['Londres', 'Dakar', 'Paris']","['OTAN', 'Total']","['Macron', 'Mbappé']","Ceci est un article fictif parlant de Sport, Sport à Londres, Dakar, Paris."
2022-02-15,Article sur Environnement et Culture,"['Environnement', 'Culture']","['Londres', 'Paris']",['Total'],"['Musk', 'Von der Leyen']","Ceci est un article fictif parlant de Environnement, Culture à Londres, Paris."
2023-03-16,Article sur Économie et Environnement,"['Économie', 'Politique', 'Environnement']","['Moscou', 'Berlin']",['UE'],[],"Ceci est un article fictif parlant de Économie, Politique, Environnement à Moscou, Berlin."
2023-03-24,Article sur Santé et Économie,"['Santé', 'Technologie', 'Économie']",['Dakar'],"['Total', 'Tesla']",['Musk'],"Ceci est un article fictif parlant de Santé, Technologie, Économie à Dakar."
2022-06-01,Article sur Économie et Santé,"['Économie', 'Santé']","['Moscou', 'Londres', 'Alger']",[],[],"Ceci est un article fictif parlant de Économie, Santé à Moscou, Londres, Alger."
2022-04-15,Article sur Politique et Politique,['Politique'],"['Londres', 'Dakar', 'Moscou']",[],['Macron'],"Ceci est un article fictif parlant de Politique à Londres, Dakar, Moscou."
2022-02-12,Article sur Sport et Sport,['Sport'],"['Londres', 'Moscou']",[],['Zelensky'],"Ceci est un article fictif parlant de Sport à Londres, Moscou."
2022-04-07,Article sur Culture et Environnement,"['Culture', 'Environnement']",['Pékin'],"['FMI', 'OTAN']",['Xi Jinping'],"Ceci est un article fictif parlant de Culture, Environnement à Pékin."
2023-06-25,Article sur Politique et Sport,"['Politique', 'Environnement', 'Sport']",['Washington'],[],['Zelensky'],"Ceci est un article fictif parlant de Politique, Environnement, Sport à Washington."
2023-08-03,Article sur Sport et Santé,"['Sport', 'Politique', 'Santé']","['Washington', 'Dakar']",[],"['Macron', 'Musk']","Ceci est un article fictif parlant de Sport, Politique, Santé à Washington, Dakar."
2022-06-27,Article sur Économie et Économie,"['Économie', 'Économie']","['Londres', 'Dakar']",[],[],"Ceci est un article fictif parlant de Économie, Économie à Londres, Dakar."
2023-08-28,Article sur Technologie et Culture,"['Technologie', 'Santé', 'Culture']","['Washington', 'Moscou', 'Dakar']",['UE'],[],"Ceci est un article fictif parlant de Technologie, Santé, Culture à Washington, Moscou, Dakar."
2022-01-06,Article sur Environnement et Environnement,['Environnement'],['Pékin'],"['Total', 'Google']",['Musk'],Ceci est un article fictif parlant de Environnement à Pékin.
2023-11-11,Article sur Santé et Sport,"['Santé', 'Santé', 'Sport']",['Dakar'],['Total'],"['Macron', 'Mbappé']","Ceci est un article fictif parlant de Santé, Santé, Sport à Dakar."
2022-01-25,Article sur Environnement et Environnement,['Environnement'],"['Dakar', 'Bruxelles']","['Tesla', 'ONU']",['Poutine'],"Ceci est un article fictif parlant de Environnement à Dakar, Bruxelles."
2023-09-16,Article sur Sport et Sport,['Sport'],"['Washington', 'Bruxelles']","['UE', 'Total']",[],"Ceci est un article fictif parlant de Sport à Washington, Bruxelles."
2022-08-12,Article sur Sport et Santé,"['Sport', 'Économie', 'Santé']","['Dakar', 'Bruxelles']",['ONU'],"['Von der Leyen', 'Zelensky']","Ceci est un article fictif parlant de Sport, Économie, Santé à Dakar, Bruxelles."
2022-11-05,Article sur Santé et Politique,"['Santé', 'Politique']","['Dakar', 'Berlin', 'Moscou']",[],"['Biden', 'Poutine']","Ceci est un article fictif parlant de Santé, Politique à Dakar, Berlin, Moscou."
2022-10-30,Article sur Culture et Culture,['Culture'],"['Bruxelles', 'Londres']","['OTAN', 'FMI']",['Biden'],"Ceci est un article fictif parlant de Culture à Bruxelles, Londres."
2022-05-17,Article sur Santé et Santé,['Santé'],['Londres'],['FMI'],['Von der Leyen'],Ceci est un article fictif parlant de Santé à Londres.
2023-08-05,Article sur Économie et Économie,"['Économie', 'Économie']","['Washington', 'Pékin', 'Moscou']",[],['Musk'],"Ceci est un article fictif parlant de Économie, Économie à Washington, Pékin, Moscou."
2022-11-29,Article sur Politique et Économie,"['Politique', 'Culture', 'Économie']","['Pékin', 'Berlin', 'Londres']",[],"['Von der Leyen', 'Xi Jinping']","Ceci est un article fictif parlant de Politique, Culture, Économie à Pékin, Berlin, Londres."
2023-08-15,Article sur Environnement et Sport,"['Environnement', 'Santé', 'Sport']","['Bruxelles', 'Washington', 'Pékin']","['ONU', 'OTAN']",[],"Ceci est un article fictif parlant de Environnement, Santé, Sport à Bruxelles, Washington, Pékin."
2023-05-03,Article sur Économie et Économie,['Économie'],['Pékin'],['Google'],"['Mbappé', 'Xi Jinping']",Ceci est un article fictif parlant de Économie à Pékin.
2022-12-09,Article sur Politique et Politique,['Politique'],['Londres'],[],[],Ceci est un article fictif parlant de Politique à Londres.
2023-03-19,Article sur Politique et Politique,"['Politique', 'Santé', 'Politique']","['Moscou', 'Washington']",[],"['Poutine', 'Mbappé']","Ceci est un article fictif parlant de Politique, Santé, Politique à Moscou, Washington."
2023-05-05,Article sur Économie et Économie,['Économie'],"['Pékin', 'Paris', 'Berlin']",['ONU'],['Poutine'],"Ceci est un article fictif parlant de Économie à Pékin, Paris, Berlin."
2022-04-24,Article sur Sport et Technologie,"['Sport', 'Technologie']","['Bruxelles', 'Pékin', 'Dakar']",[],[],"Ceci est un article fictif parlant de Sport, Technologie à Bruxelles, Pékin, Dakar."
2022-04-08,Article sur Économie et Économie,['Économie'],['Alger'],[],['Mbappé'],Ceci est un article fictif parlant de Économie à Alger.
2023-01-03,Article sur Culture et Technologie,"['Culture', 'Technologie']",['Moscou'],[],[],"Ceci est un article fictif parlant de Culture, Technologie à Moscou."
2022-04-08,Article sur Technologie et Technologie,"['Technologie', 'Santé', 'Technologie']","['Londres', 'Washington']","['UE', 'OTAN']",['Macron'],"Ceci est un article fictif parlant de Technologie, Santé, Technologie à Londres, Washington."
2023-06-15,Article sur Technologie et Santé,"['Technologie', 'Santé']","['Londres', 'Alger', 'Paris']",['Tesla'],[],"Ceci est un article fictif parlant de Technologie, Santé à Londres, Alger, Paris."
2022-09-23,Article sur Technologie et Technologie,['Technologie'],['Dakar'],"['OTAN', 'ONU']",[],Ceci est un article fictif parlant de Technologie à Dakar.
2022-11-27,Article sur Politique et Politique,['Politique'],"['Alger', 'Moscou']",['OMS'],[],"Ceci est un article fictif parlant de Politique à Alger, Moscou."
2022-06-18,Article sur Environnement et Environnement,"['Environnement', 'Environnement']","['Bruxelles', 'Moscou']",[],['Mbappé'],"Ceci est un article fictif parlant de Environnement, Environnement à Bruxelles, Moscou."
2022-10-24,Article sur Santé et Santé,['Santé'],"['Paris', 'Dakar']",['Sanofi'],['Zelensky'],"Ceci est un article fictif parlant de Santé à Paris, Dakar."
2022-01-17,Article sur Politique et Environnement,"['Politique', 'Environnement']","['Pékin', 'Paris']",[],[],"Ceci est un article fictif parlant de Politique, Environnement à Pékin, Paris."
2022-08-18,Article sur Santé et Santé,['Santé'],['Dakar'],['Tesla'],[],Ceci est un article fictif parlant de Santé à Dakar.
2023-11-23,Article sur Santé et Santé,['Santé'],"['Moscou', 'Dakar']","['OTAN', 'FMI']","['Macron', 'Poutine']","Ceci est un article fictif parlant de Santé à Moscou, Dakar."
2023-08-23,Article sur Économie et Économie,"['Économie', 'Santé', 'Économie']","['Alger', 'Dakar']",[],"['Von der Leyen', 'Poutine']","Ceci est un article fictif parlant de Économie, Santé, Économie à Alger, Dakar."
2023-11-17,Article sur Économie et Économie,['Économie'],"['Moscou', 'Bruxelles']",['Sanofi'],[],"Ceci est un article fictif parlant de Économie à Moscou, Bruxelles."
2022-04-25,Article sur Économie et Santé,"['Économie', 'Technologie', 'Santé']",['Washington'],[],"['Biden', 'Zelensky']","Ceci est un article fictif parlant de Économie, Technologie, Santé à Washington."
2022-11-26,Article sur Culture et Technologie,"['Culture', 'Technologie']",['Paris'],[],"['Poutine', 'Zelensky']","Ceci est un article fictif parlant de Culture, Technologie à Paris."
2022-07-04,Article sur Économie et Économie,['Économie'],"['Dakar', 'Moscou']","['Total', 'UE']","['Mbappé', 'Biden']","Ceci est un article fictif parlant de Économie à Dakar, Moscou."
2022-11-12,Article sur Culture et Culture,"['Culture', 'Culture']",['Paris'],['Tesla'],[],"Ceci est un article fictif parlant de Culture, Culture à Paris."
2022-03-23,Article sur Sport et Sport,"['Sport', 'Environnement', 'Sport']","['Dakar', 'Moscou']",['OMS'],[],"Ceci est un article fictif parlant de Sport, Environnement, Sport à Dakar, Moscou."
2023-10-21,Article sur Santé et Santé,['Santé'],['Alger'],['OTAN'],"['Biden', 'Poutine']",Ceci est un article fictif parlant de Santé à Alger.
2022-12-23,Article sur Économie et Technologie,"['Économie', 'Technologie']",['Moscou'],[],['Xi Jinping'],"Ceci est un article fictif parlant de Économie, Technologie à Moscou."
2023-03-30,Article sur Technologie et Santé,"['Technologie', 'Sport', 'Santé']","['Dakar', 'Paris', 'Pékin']",[],[],"Ceci est un article fictif parlant de Technologie, Sport, Santé à Dakar, Paris, Pékin."
2023-08-13,Article sur Culture et Économie,"['Culture', 'Économie']",['Berlin'],"['FMI', 'Tesla']","['Von der Leyen', 'Zelensky']","Ceci est un article fictif parlant de Culture, Économie à Berlin."
2023-09-25,Article sur Technologie et Santé,"['Technologie', 'Culture', 'Santé']","['Paris', 'Londres']",['ONU'],[],"Ceci est un article fictif parlant de Technologie, Culture, Santé à Paris, Londres."
2023-06-25,Article sur Santé et Santé,['Santé'],"['Paris', 'Moscou', 'Bruxelles']",['Total'],"['Musk', 'Macron']","Ceci est un article fictif parlant de Santé à Paris, Moscou, Bruxelles."
2022-01-23,Article sur Santé et Culture,"['Santé', 'Culture']","['Paris', 'Pékin', 'Dakar']","['UE', 'ONU']",[],"Ceci est un article fictif parlant de Santé, Culture à Paris, Pékin, Dakar."
2022-10-07,Article sur Politique et Santé,"['Politique', 'Politique', 'Santé']",['Moscou'],['Google'],[],"Ceci est un article fictif parlant de Politique, Politique, Santé à Moscou."
2022-02-19,Article sur Économie et Économie,['Économie'],['Pékin'],['OTAN'],"['Biden', 'Von der Leyen']",Ceci est un article fictif parlant de Économie à Pékin.
2023-11-22,Article sur Sport et Environnement,"['Sport', 'Culture', 'Environnement']",['Londres'],[],"['Macron', 'Von der Leyen']","Ceci est un article fictif parlant de Sport, Culture, Environnement à Londres."
2022-06-08,Article sur Environnement et Environnement,['Environnement'],['Paris'],['OTAN'],"['Poutine', 'Macron']",Ceci est un article fictif parlant de Environnement à Paris.
2022-08-21,Article sur Politique et Technologie,"['Politique', 'Économie', 'Technologie']","['Londres', 'Alger']","['Total', 'FMI']",['Poutine'],"Ceci est un article fictif parlant de Politique, Économie, Technologie à Londres, Alger."
2022-07-12,Article sur Santé et Santé,['Santé'],"['Londres', 'Moscou']",['OMS'],[],"Ceci est un article fictif parlant de Santé à Londres, Moscou."
2022-07-26,Article sur Culture et Santé,"['Culture', 'Santé']",['Alger'],['Google'],[],"Ceci est un article fictif parlant de Culture, Santé à Alger."
2023-08-31,Article sur Technologie et Économie,"['Technologie', 'Environnement', 'Économie']","['Londres', 'Washington', 'Berlin']","['Sanofi', 'FMI']",['Xi Jinping'],"Ceci est un article fictif parlant de Technologie, Environnement, Économie à Londres, Washington, Berlin."
2023-11-19,Article sur Santé et Environnement,"['Santé', 'Environnement']",['Dakar'],['Google'],['Xi Jinping'],"Ceci est un article fictif parlant de Santé, Environnement à Dakar."
2023-09-19,Article sur Culture et Environnement,"['Culture', 'Culture', 'Environnement']","['Londres', 'Pékin', 'Alger']",[],['Zelensky'],"Ceci est un article fictif parlant de Culture, Culture, Environnement à Londres, Pékin, Alger."
2023-10-04,Article sur Technologie et Technologie,['Technologie'],"['Paris', 'Moscou', 'Dakar']","['UE', 'FMI']","['Zelensky', 'Macron']","Ceci est un article fictif parlant de Technologie à Paris, Moscou, Dakar."
2022-12-16,Article sur Environnement et Environnement,['Environnement'],"['Paris', 'Moscou']",[],['Xi Jinping'],"Ceci est un article fictif parlant de Environnement à Paris, Moscou."
2022-05-31,Article sur Culture et Politique,"['Culture', 'Politique']","['Paris', 'Alger', 'Londres']","['FMI', 'ONU']","['Zelensky', 'Musk']","Ceci est un article fictif parlant de Culture, Politique à Paris, Alger, Londres."
2022-05-08,Article sur Politique et Politique,['Politique'],['Berlin'],"['OTAN', 'Total']","['Von der Leyen', 'Mbappé']",Ceci est un article fictif parlant de Politique à Berlin.
2023-06-08,Article sur Économie et Culture,"['Économie', 'Culture']",['Londres'],['UE'],[],"Ceci est un article fictif parlant de Économie, Culture à Londres."
2022-02-08,Article sur Santé et Culture,"['Santé', 'Politique', 'Culture']","['Dakar', 'Londres']",['Google'],[],"Ceci est un article fictif parlant de Santé, Politique, Culture à Dakar, Londres."
2023-05-19,Article sur Économie et Santé,"['Économie', 'Santé']",['Paris'],['Total'],"['Von der Leyen', 'Biden']","Ceci est un article fictif parlant de Économie, Santé à Paris."
2023-07-25,Article sur Santé et Politique,"['Santé', 'Politique']",['Pékin'],[],[],"Ceci est un article fictif parlant de Santé, Politique à Pékin."
2023-01-06,Article sur Santé et Santé,['Santé'],['Paris'],[],[],Ceci est un article fictif parlant de Santé à Paris.
